type,title,displaytitle,wikibase_item,pageid,lang,dir,revision,tid,timestamp,description,description_source,extract,extract_html,namespace.id,namespace.text,titles.canonical,titles.normalized,titles.display,thumbnail.source,thumbnail.width,thumbnail.height,originalimage.source,originalimage.width,originalimage.height,content_urls.desktop.page,content_urls.desktop.revisions,content_urls.desktop.edit,content_urls.desktop.talk,content_urls.mobile.page,content_urls.mobile.revisions,content_urls.mobile.edit,content_urls.mobile.talk
standard,Andrea della Robbia,Andrea della Robbia,Q195655,8321410,en,ltr,1012740792,caec8da0-b32e-11eb-9d2b-0333030b6f47,2021-03-18T01:48:52Z,,,"Andrea della Robbia was an Italian Renaissance sculptor, especially in ceramics.","<p><b>Andrea della Robbia</b> was an Italian Renaissance sculptor, especially in ceramics.</p>",0,,Andrea_della_Robbia,Andrea della Robbia,Andrea della Robbia,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Andrea_del_sarto%2C_Devozione_dei_fiorentini_alle_reliquie_di_san_Filippo%2C_1510%2C_08_vecchio%2C_ritratto_di_andrea_della_robbia_-_dett.jpg/290px-Andrea_del_sarto%2C_Devozione_dei_fiorentini_alle_reliquie_di_san_Filippo%2C_1510%2C_08_vecchio%2C_ritratto_di_andrea_della_robbia_-_dett.jpg,290.0,320.0,https://upload.wikimedia.org/wikipedia/commons/8/80/Andrea_del_sarto%2C_Devozione_dei_fiorentini_alle_reliquie_di_san_Filippo%2C_1510%2C_08_vecchio%2C_ritratto_di_andrea_della_robbia_-_dett.jpg,1722.0,1903.0,https://en.wikipedia.org/wiki/Andrea_della_Robbia,https://en.wikipedia.org/wiki/Andrea_della_Robbia?action=history,https://en.wikipedia.org/wiki/Andrea_della_Robbia?action=edit,https://en.wikipedia.org/wiki/Talk:Andrea_della_Robbia,https://en.m.wikipedia.org/wiki/Andrea_della_Robbia,https://en.m.wikipedia.org/wiki/Special:History/Andrea_della_Robbia,https://en.m.wikipedia.org/wiki/Andrea_della_Robbia?action=edit,https://en.m.wikipedia.org/wiki/Talk:Andrea_della_Robbia
standard,Girolamo della Robbia,Girolamo della Robbia,Q1367965,22865524,en,ltr,771181661,3581f6d0-b089-11eb-bc28-130e7121035e,2017-03-20T01:11:25Z,,,"Girolamo della Robbia was an Italian potter, the youngest son of Andrea della Robbia, together with his brother Giovanni della Robbia were among the most active collaborators in the family workshop.","<p><b>Girolamo della Robbia</b> was an Italian potter, the youngest son of Andrea della Robbia, together with his brother Giovanni della Robbia were among the most active collaborators in the family workshop.</p>",0,,Girolamo_della_Robbia,Girolamo della Robbia,Girolamo della Robbia,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Girolamo_Della_Robbia_Bode_Berlin_1.jpg/206px-Girolamo_Della_Robbia_Bode_Berlin_1.jpg,206.0,320.0,https://upload.wikimedia.org/wikipedia/commons/0/08/Girolamo_Della_Robbia_Bode_Berlin_1.jpg,1304.0,2024.0,https://en.wikipedia.org/wiki/Girolamo_della_Robbia,https://en.wikipedia.org/wiki/Girolamo_della_Robbia?action=history,https://en.wikipedia.org/wiki/Girolamo_della_Robbia?action=edit,https://en.wikipedia.org/wiki/Talk:Girolamo_della_Robbia,https://en.m.wikipedia.org/wiki/Girolamo_della_Robbia,https://en.m.wikipedia.org/wiki/Special:History/Girolamo_della_Robbia,https://en.m.wikipedia.org/wiki/Girolamo_della_Robbia?action=edit,https://en.m.wikipedia.org/wiki/Talk:Girolamo_della_Robbia
standard,Paolo Uccello,Paolo Uccello,Q192488,24067,en,ltr,1011225062,c914b750-b1e4-11eb-8c9e-a54600c1c465,2021-03-09T18:47:24Z,15th-century Florentine painter,local,"Paolo Uccello, born Paolo di Dono, was a Florentine painter and mathematician who was notable for his pioneering work on visual perspective in art. In his book Lives of the Most Excellent Painters, Sculptors, and Architects, Giorgio Vasari wrote that Uccello was obsessed by his interest in perspective and would stay up all night in his study trying to grasp the exact vanishing point. While his contemporaries used perspective to narrate different or succeeding stories, Uccello used perspective to create a feeling of depth in his paintings. His best known works are the three paintings representing the battle of San Romano, which were wrongly entitled the Battle of Sant'Egidio of 1416 for a long period of time.","<p><b>Paolo Uccello</b>, born <b>Paolo di Dono</b>, was a Florentine painter and mathematician who was notable for his pioneering work on visual perspective in art. In his book <i>Lives of the Most Excellent Painters, Sculptors, and Architects</i>, Giorgio Vasari wrote that Uccello was obsessed by his interest in perspective and would stay up all night in his study trying to grasp the exact vanishing point. While his contemporaries used perspective to narrate different or succeeding stories, Uccello used perspective to create a feeling of depth in his paintings. His best known works are the three paintings representing the battle of San Romano, which were wrongly entitled the <i>Battle of Sant'Egidio of 1416</i> for a long period of time.</p>",0,,Paolo_Uccello,Paolo Uccello,Paolo Uccello,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Cinque_maestri_del_rinascimento_fiorentino%2C_XVI_sec%2C_paolo_uccello.JPG/242px-Cinque_maestri_del_rinascimento_fiorentino%2C_XVI_sec%2C_paolo_uccello.JPG,242.0,320.0,https://upload.wikimedia.org/wikipedia/commons/3/39/Cinque_maestri_del_rinascimento_fiorentino%2C_XVI_sec%2C_paolo_uccello.JPG,1224.0,1615.0,https://en.wikipedia.org/wiki/Paolo_Uccello,https://en.wikipedia.org/wiki/Paolo_Uccello?action=history,https://en.wikipedia.org/wiki/Paolo_Uccello?action=edit,https://en.wikipedia.org/wiki/Talk:Paolo_Uccello,https://en.m.wikipedia.org/wiki/Paolo_Uccello,https://en.m.wikipedia.org/wiki/Special:History/Paolo_Uccello,https://en.m.wikipedia.org/wiki/Paolo_Uccello?action=edit,https://en.m.wikipedia.org/wiki/Talk:Paolo_Uccello
standard,Lorenzo Ghiberti,Lorenzo Ghiberti,Q208125,160930,en,ltr,1017112520,d6c595f0-b2b5-11eb-9e0d-619f38d19c25,2021-04-10T22:03:41Z,Italian Early Renaissance artist (1378-1455),local,"Lorenzo Ghiberti, born Lorenzo di Bartolo, was a Florentine Italian artist of the Early Renaissance best known as the creator of the bronze doors of the Florence Baptistery, called by Michelangelo the Gates of Paradise. Trained as a goldsmith and sculptor, he established an important workshop for sculpture in metal. His book of Commentarii contains important writing on art, as well as what may be the earliest surviving autobiography by any artist.","<p><b>Lorenzo Ghiberti</b>, born <b>Lorenzo di Bartolo</b>, was a Florentine Italian artist of the Early Renaissance best known as the creator of the bronze doors of the Florence Baptistery, called by Michelangelo the <i>Gates of Paradise</i>. Trained as a goldsmith and sculptor, he established an important workshop for sculpture in metal. His book of <i>Commentarii</i> contains important writing on art, as well as what may be the earliest surviving autobiography by any artist.</p>",0,,Lorenzo_Ghiberti,Lorenzo Ghiberti,Lorenzo Ghiberti,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Ghiberti.png/320px-Ghiberti.png,320.0,309.0,https://upload.wikimedia.org/wikipedia/commons/b/bf/Ghiberti.png,1017.0,981.0,https://en.wikipedia.org/wiki/Lorenzo_Ghiberti,https://en.wikipedia.org/wiki/Lorenzo_Ghiberti?action=history,https://en.wikipedia.org/wiki/Lorenzo_Ghiberti?action=edit,https://en.wikipedia.org/wiki/Talk:Lorenzo_Ghiberti,https://en.m.wikipedia.org/wiki/Lorenzo_Ghiberti,https://en.m.wikipedia.org/wiki/Special:History/Lorenzo_Ghiberti,https://en.m.wikipedia.org/wiki/Lorenzo_Ghiberti?action=edit,https://en.m.wikipedia.org/wiki/Talk:Lorenzo_Ghiberti
standard,Niccolò di Piero Lamberti,Niccolò di Piero Lamberti,Q2332787,13991165,en,ltr,994175621,2721aa10-8da5-11eb-a803-158f284cb2ea,2020-12-14T13:17:28Z,,,"Niccolò di Piero Lamberti, also known as Niccolò di Pietro Lamberti, Niccolo Aretino, Niccolò d'Arezzo and as il Pela, was an Italian sculptor and architect. Little is known about his life other than that he was married in Florence in 1392. His son, Piero di Niccolò Lamberti (1393–1435), was also a sculptor, and the two are notable for exporting the Tuscan style of sculpture to Venice, where they were active in the late 1410s and 1420s.","<p><b>Niccolò di Piero Lamberti</b>, also known as <b>Niccolò di Pietro Lamberti</b>, <b>Niccolo Aretino</b>, <b>Niccolò d'Arezzo</b> and as <b>il Pela</b>, was an Italian sculptor and architect. Little is known about his life other than that he was married in Florence in 1392. His son, Piero di Niccolò Lamberti (1393–1435), was also a sculptor, and the two are notable for exporting the Tuscan style of sculpture to Venice, where they were active in the late 1410s and 1420s.</p>",0,,Niccolò_di_Piero_Lamberti,Niccolò di Piero Lamberti,Niccolò di Piero Lamberti,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Opera_del_duomo_%28FI%29%2C_niccol%C3%B2_di_Pietro_Lamberti%2C_San_Marco%2C_1410-1415_circa.JPG/167px-Opera_del_duomo_%28FI%29%2C_niccol%C3%B2_di_Pietro_Lamberti%2C_San_Marco%2C_1410-1415_circa.JPG,167.0,320.0,https://upload.wikimedia.org/wikipedia/commons/b/ba/Opera_del_duomo_%28FI%29%2C_niccol%C3%B2_di_Pietro_Lamberti%2C_San_Marco%2C_1410-1415_circa.JPG,672.0,1287.0,https://en.wikipedia.org/wiki/Niccol%C3%B2_di_Piero_Lamberti,https://en.wikipedia.org/wiki/Niccol%C3%B2_di_Piero_Lamberti?action=history,https://en.wikipedia.org/wiki/Niccol%C3%B2_di_Piero_Lamberti?action=edit,https://en.wikipedia.org/wiki/Talk:Niccol%C3%B2_di_Piero_Lamberti,https://en.m.wikipedia.org/wiki/Niccol%C3%B2_di_Piero_Lamberti,https://en.m.wikipedia.org/wiki/Special:History/Niccol%C3%B2_di_Piero_Lamberti,https://en.m.wikipedia.org/wiki/Niccol%C3%B2_di_Piero_Lamberti?action=edit,https://en.m.wikipedia.org/wiki/Talk:Niccol%C3%B2_di_Piero_Lamberti
standard,Masolino da Panicale,Masolino da Panicale,Q318117,221670,en,ltr,1004234801,9db65840-b246-11eb-841d-4d33904e4b4b,2021-02-01T17:39:57Z,,,Masolino da Panicale was an Italian painter. His best known works are probably his collaborations with Masaccio: Madonna with Child and St. Anne (1424) and the frescoes in the Brancacci Chapel (1424–1428).,<p><b>Masolino da Panicale</b> was an Italian painter. His best known works are probably his collaborations with Masaccio: <i>Madonna with Child and St. Anne</i> (1424) and the frescoes in the Brancacci Chapel (1424–1428).</p>,0,,Masolino_da_Panicale,Masolino da Panicale,Masolino da Panicale,https://upload.wikimedia.org/wikipedia/commons/3/3a/038_le_vite%2C_masolino_da_panicale.jpg,256.0,300.0,https://upload.wikimedia.org/wikipedia/commons/3/3a/038_le_vite%2C_masolino_da_panicale.jpg,256.0,300.0,https://en.wikipedia.org/wiki/Masolino_da_Panicale,https://en.wikipedia.org/wiki/Masolino_da_Panicale?action=history,https://en.wikipedia.org/wiki/Masolino_da_Panicale?action=edit,https://en.wikipedia.org/wiki/Talk:Masolino_da_Panicale,https://en.m.wikipedia.org/wiki/Masolino_da_Panicale,https://en.m.wikipedia.org/wiki/Special:History/Masolino_da_Panicale,https://en.m.wikipedia.org/wiki/Masolino_da_Panicale?action=edit,https://en.m.wikipedia.org/wiki/Talk:Masolino_da_Panicale
standard,Parri Spinelli,Parri Spinelli,Q2718358,13999907,en,ltr,996938008,c67aab90-71a6-11eb-b47f-eb13858e55a9,2020-12-29T07:24:28Z,,,"Parri Spinelli was an Italian (Tuscan) painter of the early renaissance who was born in the Province of Arezzo. His father and teacher was Spinello Aretino (1350–1410), who was active throughout Tuscany. Parri Spinelli lived in Florence from 1411 or 1412 to 1419, and was a member of the workshop of Lorenzo Ghiberti. He became the most important painter in Arezzo upon his return. Spinelli died in 1453 in Arezzo Province. His paintings are notable for their bold colors and figures that are more elongated than those of his predecessors.","<p><b>Parri Spinelli</b> was an Italian (Tuscan) painter of the early renaissance who was born in the Province of Arezzo. His father and teacher was Spinello Aretino (1350–1410), who was active throughout Tuscany. Parri Spinelli lived in Florence from 1411 or 1412 to 1419, and was a member of the workshop of Lorenzo Ghiberti. He became the most important painter in Arezzo upon his return. Spinelli died in 1453 in Arezzo Province. His paintings are notable for their bold colors and figures that are more elongated than those of his predecessors.</p>",0,,Parri_Spinelli,Parri Spinelli,Parri Spinelli,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Parri_Spinelli_Crucifixi%C3%B3n_1445_Palazzo_Comunale_Arezzo.jpg/245px-Parri_Spinelli_Crucifixi%C3%B3n_1445_Palazzo_Comunale_Arezzo.jpg,245.0,320.0,https://upload.wikimedia.org/wikipedia/commons/5/57/Parri_Spinelli_Crucifixi%C3%B3n_1445_Palazzo_Comunale_Arezzo.jpg,496.0,648.0,https://en.wikipedia.org/wiki/Parri_Spinelli,https://en.wikipedia.org/wiki/Parri_Spinelli?action=history,https://en.wikipedia.org/wiki/Parri_Spinelli?action=edit,https://en.wikipedia.org/wiki/Talk:Parri_Spinelli,https://en.m.wikipedia.org/wiki/Parri_Spinelli,https://en.m.wikipedia.org/wiki/Special:History/Parri_Spinelli,https://en.m.wikipedia.org/wiki/Parri_Spinelli?action=edit,https://en.m.wikipedia.org/wiki/Talk:Parri_Spinelli
standard,Masaccio,Masaccio,Q5811,31086,en,ltr,1022593320,dcb6d3c0-b24c-11eb-b4e7-9d9d8df61995,2021-05-11T11:34:31Z,15th-century Italian Renaissance painter,local,"Masaccio, born Tommaso di Ser Giovanni di Simone, was a Florentine artist who is regarded as the first great Italian painter of the Quattrocento period of the Italian Renaissance. According to Vasari, Masaccio was the best painter of his generation because of his skill at imitating nature, recreating lifelike figures and movements as well as a convincing sense of three-dimensionality. He employed nudes and foreshortenings in his figures. This had seldom been done before him.","<p><b>Masaccio</b>, born <b>Tommaso di Ser Giovanni di Simone</b>, was a Florentine artist who is regarded as the first great Italian painter of the Quattrocento period of the Italian Renaissance. According to Vasari, Masaccio was the best painter of his generation because of his skill at imitating nature, recreating lifelike figures and movements as well as a convincing sense of three-dimensionality. He employed nudes and foreshortenings in his figures. This had seldom been done before him.</p>",0,,Masaccio,Masaccio,Masaccio,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Masaccio_Self_Portrait.jpg/225px-Masaccio_Self_Portrait.jpg,225.0,320.0,https://upload.wikimedia.org/wikipedia/commons/9/96/Masaccio_Self_Portrait.jpg,338.0,480.0,https://en.wikipedia.org/wiki/Masaccio,https://en.wikipedia.org/wiki/Masaccio?action=history,https://en.wikipedia.org/wiki/Masaccio?action=edit,https://en.wikipedia.org/wiki/Talk:Masaccio,https://en.m.wikipedia.org/wiki/Masaccio,https://en.m.wikipedia.org/wiki/Special:History/Masaccio,https://en.m.wikipedia.org/wiki/Masaccio?action=edit,https://en.m.wikipedia.org/wiki/Talk:Masaccio
standard,Filippo Brunelleschi,Filippo Brunelleschi,Q174330,90007,en,ltr,1021213614,a9ea16d0-b1e5-11eb-8755-a5a962405b75,2021-05-03T14:31:22Z,Italian architect,local,"Filippo Brunelleschi, considered to be a founding father of Renaissance architecture, was an Italian architect, designer and sculptor, and is now recognized to be the first modern engineer, planner, and sole construction supervisor. He is most famous for designing the dome of the Florence Cathedral, a feat of engineering that had not been accomplished since antiquity, as well as the development of the mathematical technique of linear perspective in art which governed pictorial depictions of space until the late 19th century and influenced the rise of modern science. His accomplishments also include other architectural works, sculpture, mathematics, engineering, and ship design. His principal surviving works can be found in Florence, Italy.","<p><b>Filippo Brunelleschi</b>, considered to be a founding father of Renaissance architecture, was an Italian architect, designer and sculptor, and is now recognized to be the first modern engineer, planner, and sole construction supervisor. He is most famous for designing the dome of the Florence Cathedral, a feat of engineering that had not been accomplished since antiquity, as well as the development of the mathematical technique of linear perspective in art which governed pictorial depictions of space until the late 19th century and influenced the rise of modern science. His accomplishments also include other architectural works, sculpture, mathematics, engineering, and ship design. His principal surviving works can be found in Florence, Italy.</p>",0,,Filippo_Brunelleschi,Filippo Brunelleschi,Filippo Brunelleschi,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Cinque_maestri_del_rinascimento_fiorentino%2C_XVI_sec%2C_Filippo_Brunelleschi.JPG/216px-Cinque_maestri_del_rinascimento_fiorentino%2C_XVI_sec%2C_Filippo_Brunelleschi.JPG,216.0,320.0,https://upload.wikimedia.org/wikipedia/commons/b/b2/Cinque_maestri_del_rinascimento_fiorentino%2C_XVI_sec%2C_Filippo_Brunelleschi.JPG,1038.0,1537.0,https://en.wikipedia.org/wiki/Filippo_Brunelleschi,https://en.wikipedia.org/wiki/Filippo_Brunelleschi?action=history,https://en.wikipedia.org/wiki/Filippo_Brunelleschi?action=edit,https://en.wikipedia.org/wiki/Talk:Filippo_Brunelleschi,https://en.m.wikipedia.org/wiki/Filippo_Brunelleschi,https://en.m.wikipedia.org/wiki/Special:History/Filippo_Brunelleschi,https://en.m.wikipedia.org/wiki/Filippo_Brunelleschi?action=edit,https://en.m.wikipedia.org/wiki/Talk:Filippo_Brunelleschi
standard,Donatello,Donatello,Q37562,69852,en,ltr,1020179570,46a05a60-b2b9-11eb-8470-252c61c9a339,2021-04-27T16:55:12Z,Italian painter and sculptor,local,"Donato di Niccolò di Betto Bardi, better known as Donatello, was an Italian sculptor of the Renaissance. Born in Florence, he studied classical sculpture and used this to develop a complete Renaissance style in sculpture, whose periods in Rome, Padua and Siena introduced to other parts of Italy a long and productive career. He worked with stone, bronze, wood, clay, stucco and wax, and had several assistants, with four perhaps being a typical number. Though his best-known works were mostly statues in the round, he developed a new, very shallow, type of bas-relief for small works, and a good deal of his output was larger architectural reliefs.","<p><b>Donato di Niccolò di Betto Bardi</b>, better known as <b>Donatello</b>, was an Italian sculptor of the Renaissance. Born in Florence, he studied classical sculpture and used this to develop a complete Renaissance style in sculpture, whose periods in Rome, Padua and Siena introduced to other parts of Italy a long and productive career. He worked with stone, bronze, wood, clay, stucco and wax, and had several assistants, with four perhaps being a typical number. Though his best-known works were mostly statues in the round, he developed a new, very shallow, type of bas-relief for small works, and a good deal of his output was larger architectural reliefs.</p>",0,,Donatello,Donatello,Donatello,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Cinque_maestri_del_rinascimento_fiorentino%2C_XVI_sec%2C_donatello.JPG/268px-Cinque_maestri_del_rinascimento_fiorentino%2C_XVI_sec%2C_donatello.JPG,268.0,320.0,https://upload.wikimedia.org/wikipedia/commons/9/95/Cinque_maestri_del_rinascimento_fiorentino%2C_XVI_sec%2C_donatello.JPG,1434.0,1711.0,https://en.wikipedia.org/wiki/Donatello,https://en.wikipedia.org/wiki/Donatello?action=history,https://en.wikipedia.org/wiki/Donatello?action=edit,https://en.wikipedia.org/wiki/Talk:Donatello,https://en.m.wikipedia.org/wiki/Donatello,https://en.m.wikipedia.org/wiki/Special:History/Donatello,https://en.m.wikipedia.org/wiki/Donatello?action=edit,https://en.m.wikipedia.org/wiki/Talk:Donatello
standard,Michelozzo,Michelozzo,Q309736,871362,en,ltr,1011453216,72c91aa0-b2e1-11eb-9e39-b5371f8e096b,2021-03-10T23:50:22Z,,,"Michelozzo di Bartolomeo Michelozzi was an Italian architect and sculptor. Considered one of the great pioneers of architecture during the Renaissance, Michelozzo was a favored Medici architect who was extensively employed by Cosimo de' Medici. He was a pupil of Lorenzo Ghiberti in his early years and later collaborated with Donatello.","<p><b>Michelozzo di Bartolomeo Michelozzi</b> was an Italian architect and sculptor. Considered one of the great pioneers of architecture during the Renaissance, Michelozzo was a favored Medici architect who was extensively employed by Cosimo de' Medici. He was a pupil of Lorenzo Ghiberti in his early years and later collaborated with Donatello.</p>",0,,Michelozzo,Michelozzo,Michelozzo,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Fra_Angelico_074.jpg/262px-Fra_Angelico_074.jpg,262.0,320.0,https://upload.wikimedia.org/wikipedia/commons/6/6c/Fra_Angelico_074.jpg,2024.0,2468.0,https://en.wikipedia.org/wiki/Michelozzo,https://en.wikipedia.org/wiki/Michelozzo?action=history,https://en.wikipedia.org/wiki/Michelozzo?action=edit,https://en.wikipedia.org/wiki/Talk:Michelozzo,https://en.m.wikipedia.org/wiki/Michelozzo,https://en.m.wikipedia.org/wiki/Special:History/Michelozzo,https://en.m.wikipedia.org/wiki/Michelozzo?action=edit,https://en.m.wikipedia.org/wiki/Talk:Michelozzo
standard,Pagno di Lapo Portigiani,Pagno di Lapo Portigiani,Q3888968,13643380,en,ltr,996555578,e21cc3c0-87ad-11eb-a1d5-834fe660559f,2020-12-27T08:48:48Z,,,"Pagno di Lapo Portigiani was an Italian Renaissance decorative sculptor, a minor follower of Donatello who worked on numerous occasions in projects designed and supervised by Michelozzo.","<p><b>Pagno di Lapo Portigiani</b> was an Italian Renaissance decorative sculptor, a minor follower of Donatello who worked on numerous occasions in projects designed and supervised by Michelozzo.</p>",0,,Pagno_di_Lapo_Portigiani,Pagno di Lapo Portigiani,Pagno di Lapo Portigiani,,,,,,,https://en.wikipedia.org/wiki/Pagno_di_Lapo_Portigiani,https://en.wikipedia.org/wiki/Pagno_di_Lapo_Portigiani?action=history,https://en.wikipedia.org/wiki/Pagno_di_Lapo_Portigiani?action=edit,https://en.wikipedia.org/wiki/Talk:Pagno_di_Lapo_Portigiani,https://en.m.wikipedia.org/wiki/Pagno_di_Lapo_Portigiani,https://en.m.wikipedia.org/wiki/Special:History/Pagno_di_Lapo_Portigiani,https://en.m.wikipedia.org/wiki/Pagno_di_Lapo_Portigiani?action=edit,https://en.m.wikipedia.org/wiki/Talk:Pagno_di_Lapo_Portigiani
standard,Filarete,Filarete,Q449961,2950160,en,ltr,990499766,210b1a00-a022-11eb-b4eb-0f59297b896f,2020-11-24T20:47:52Z,,,"Antonio di Pietro Aver(u)lino, known as Filarete, was a Florentine Renaissance architect, sculptor, medallist, and architectural theorist. He is perhaps best remembered for his design of the ideal city of Sforzinda, the first ideal city plan of the Renaissance.","<p><b>Antonio di Pietro Aver(u)lino</b>, known as <b>Filarete</b>, was a Florentine Renaissance architect, sculptor, medallist, and architectural theorist. He is perhaps best remembered for his design of the ideal city of Sforzinda, the first ideal city plan of the Renaissance.</p>",0,,Filarete,Filarete,Filarete,,,,,,,https://en.wikipedia.org/wiki/Filarete,https://en.wikipedia.org/wiki/Filarete?action=history,https://en.wikipedia.org/wiki/Filarete?action=edit,https://en.wikipedia.org/wiki/Talk:Filarete,https://en.m.wikipedia.org/wiki/Filarete,https://en.m.wikipedia.org/wiki/Special:History/Filarete,https://en.m.wikipedia.org/wiki/Filarete?action=edit,https://en.m.wikipedia.org/wiki/Talk:Filarete
standard,Simone Ghini,Simone Ghini,Q748346,14007949,en,ltr,996555485,63815f90-a43f-11eb-b072-0d38e48bcc4b,2020-12-27T08:47:56Z,,,"Simone Ghini, also known as Simone Ghini I and as Simone I di Giovanni di Simone Ghini, was an Italian (Florentine) renaissance sculptor who was born in 1406 or 1407. He is best known for his funeral monument to Pope Martin V, in the Basilica of St. John Lateran, in Rome. Together with Antonio Filarete, Simone also made a set of bronze doors for St. Peter's Basilica in Rome. 
Giorgio Vasari in his Lives of the Most Excellent Painters, Sculptors, and Architects erroneously stated that Simone was the brother of Donatello. Simone Ghini died in 1491.","<p><b>Simone Ghini</b>, also known as <b>Simone Ghini I</b> and as <b>Simone I di Giovanni di Simone Ghini</b>, was an Italian (<i>Florentine</i>) renaissance sculptor who was born in 1406 or 1407. He is best known for his funeral monument to Pope Martin V, in the Basilica of St. John Lateran, in Rome. Together with Antonio Filarete, Simone also made a set of bronze doors for St. Peter's Basilica in Rome. 
Giorgio Vasari in his <i>Lives of the Most Excellent Painters, Sculptors, and Architects</i> erroneously stated that Simone was the brother of Donatello. Simone Ghini died in 1491.</p>",0,,Simone_Ghini,Simone Ghini,Simone Ghini,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Tomb_of_Pope_Martin_V_Gregorovius.jpg/157px-Tomb_of_Pope_Martin_V_Gregorovius.jpg,157.0,320.0,https://upload.wikimedia.org/wikipedia/commons/b/b2/Tomb_of_Pope_Martin_V_Gregorovius.jpg,352.0,716.0,https://en.wikipedia.org/wiki/Simone_Ghini,https://en.wikipedia.org/wiki/Simone_Ghini?action=history,https://en.wikipedia.org/wiki/Simone_Ghini?action=edit,https://en.wikipedia.org/wiki/Talk:Simone_Ghini,https://en.m.wikipedia.org/wiki/Simone_Ghini,https://en.m.wikipedia.org/wiki/Special:History/Simone_Ghini,https://en.m.wikipedia.org/wiki/Simone_Ghini?action=edit,https://en.m.wikipedia.org/wiki/Talk:Simone_Ghini
standard,Giuliano da Maiano,Giuliano da Maiano,Q716519,7462004,en,ltr,962197872,7c8d5680-85e3-11eb-a8fc-c7cbe241cbdb,2020-06-12T17:14:54Z,,,"Giuliano da Maiano (1432–1490) was an Italian architect, intarsia-worker and sculptor, the elder brother of Benedetto da Maiano, with whom he often collaborated.","<p><b>Giuliano da Maiano</b> (1432–1490) was an Italian architect, intarsia-worker and sculptor, the elder brother of Benedetto da Maiano, with whom he often collaborated.</p>",0,,Giuliano_da_Maiano,Giuliano da Maiano,Giuliano da Maiano,https://upload.wikimedia.org/wikipedia/commons/e/e9/045_le_vite%2C_giuliano_da_maiano.jpg,253.0,300.0,https://upload.wikimedia.org/wikipedia/commons/e/e9/045_le_vite%2C_giuliano_da_maiano.jpg,253.0,300.0,https://en.wikipedia.org/wiki/Giuliano_da_Maiano,https://en.wikipedia.org/wiki/Giuliano_da_Maiano?action=history,https://en.wikipedia.org/wiki/Giuliano_da_Maiano?action=edit,https://en.wikipedia.org/wiki/Talk:Giuliano_da_Maiano,https://en.m.wikipedia.org/wiki/Giuliano_da_Maiano,https://en.m.wikipedia.org/wiki/Special:History/Giuliano_da_Maiano,https://en.m.wikipedia.org/wiki/Giuliano_da_Maiano?action=edit,https://en.m.wikipedia.org/wiki/Talk:Giuliano_da_Maiano
standard,Piero della Francesca,Piero della Francesca,Q5822,214303,en,ltr,1021649516,30181870-b316-11eb-bbe4-0d31a68da131,2021-05-05T21:59:04Z,Italian painter,local,"Piero della Francesca, originally named Piero di Benedetto, was an Italian painter of the Early Renaissance. To contemporaries he was also known as a mathematician and geometer. Nowadays Piero della Francesca is chiefly appreciated for his art. His painting is characterized by its serene humanism, its use of geometric forms and perspective. His most famous work is the cycle of frescoes The History of the True Cross in the church of San Francesco in the Tuscan town of Arezzo.","<p><b>Piero della Francesca</b>, originally named <b>Piero di Benedetto</b>, was an Italian painter of the Early Renaissance. To contemporaries he was also known as a mathematician and geometer. Nowadays Piero della Francesca is chiefly appreciated for his art. His painting is characterized by its serene humanism, its use of geometric forms and perspective. His most famous work is the cycle of frescoes <i>The History of the True Cross</i> in the church of San Francesco in the Tuscan town of Arezzo.</p>",0,,Piero_della_Francesca,Piero della Francesca,Piero della Francesca,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Vasari_-_Piero_della_Francesca.jpg/239px-Vasari_-_Piero_della_Francesca.jpg,239.0,320.0,https://upload.wikimedia.org/wikipedia/commons/1/1f/Vasari_-_Piero_della_Francesca.jpg,843.0,1130.0,https://en.wikipedia.org/wiki/Piero_della_Francesca,https://en.wikipedia.org/wiki/Piero_della_Francesca?action=history,https://en.wikipedia.org/wiki/Piero_della_Francesca?action=edit,https://en.wikipedia.org/wiki/Talk:Piero_della_Francesca,https://en.m.wikipedia.org/wiki/Piero_della_Francesca,https://en.m.wikipedia.org/wiki/Special:History/Piero_della_Francesca,https://en.m.wikipedia.org/wiki/Piero_della_Francesca?action=edit,https://en.m.wikipedia.org/wiki/Talk:Piero_della_Francesca
